id,booking_status_pred,Probability
42220,0,0.2714613
42221,1,0.70173025
42222,0,0.4992156
42223,0,0.13272731
42224,1,0.9339857
42225,1,0.6666747
42226,1,0.88302624
42227,0,0.061934236
42228,1,0.80937207
42229,0,0.113196515
42230,0,0.3425849
42231,1,0.72536427
42232,1,0.8821187
42233,0,0.117002815
42234,1,0.9712176
42235,0,0.1575807
42236,0,0.09881479
42237,1,0.7693234
42238,0,0.31588477
42239,0,0.2741116
42240,1,0.9277882
42241,0,0.49057388
42242,0,0.12909628
42243,1,0.9368605
42244,0,0.16858737
42245,1,0.63356614
42246,1,0.91729784
42247,1,0.6902399
42248,1,0.55719525
42249,1,0.8890639
42250,0,0.4677448
42251,0,0.28014892
42252,1,0.7564281
42253,1,0.71188706
42254,0,0.095670976
42255,0,0.10780869
42256,1,0.7316278
42257,1,0.7080284
42258,0,0.3823872
42259,1,0.6324642
42260,1,0.70010734
42261,1,0.7041789
42262,1,0.89718777
42263,1,0.9410929
42264,0,0.089457214
42265,1,0.7512133
42266,0,0.03345978
42267,0,0.2046004
42268,1,0.7399832
42269,0,0.090476416
42270,1,0.8666739
42271,1,0.76704395
42272,0,0.0873517
42273,0,0.13438176
42274,1,0.80546236
42275,0,0.38145095
42276,0,0.14991806
42277,0,0.08363522
42278,0,0.09835377
42279,0,0.34478733
42280,0,0.38388214
42281,0,0.00808667
42282,0,0.37705046
42283,0,0.21592791
42284,0,0.4152905
42285,0,0.056719754
42286,0,0.020877836
42287,1,0.6678113
42288,0,0.34225732
42289,1,0.7988017
42290,0,0.019717172
42291,1,0.860642
42292,0,0.18991378
42293,1,0.83350956
42294,1,0.96657574
42295,0,0.1441566
42296,0,0.12665074
42297,0,0.23633352
42298,0,0.0708086
42299,1,0.81213856
42300,0,0.43770927
42301,0,0.24618596
42302,0,0.17674485
42303,0,0.251129
42304,0,0.14816806
42305,0,0.3673723
42306,0,0.28576827
42307,0,0.104787216
42308,0,0.1614273
42309,0,0.2893858
42310,0,0.3129699
42311,1,0.7188891
42312,0,0.10668401
42313,1,0.791869
42314,1,0.5685925
42315,0,0.19055268
42316,1,0.7943518
42317,0,0.25740314
42318,0,0.44755316
42319,0,0.017004756
42320,0,0.37282163
42321,0,0.4035424
42322,1,0.8963431
42323,0,0.021303292
42324,1,0.7622263
42325,0,0.067390665
42326,1,0.5200684
42327,0,0.061889008
42328,0,0.14455424
42329,0,0.123550914
42330,1,0.75212336
42331,0,0.38583937
42332,0,0.2773538
42333,1,0.69099003
42334,0,0.017828189
42335,1,0.7586885
42336,0,0.062229443
42337,1,0.70092195
42338,0,0.29299903
42339,0,0.004442707
42340,0,0.15390034
42341,1,0.721081
42342,1,0.890455
42343,0,0.44441363
42344,0,0.25415963
42345,0,0.02119664
42346,1,0.9801982
42347,1,0.8432623
42348,1,0.85025585
42349,0,0.05076008
42350,0,0.30754724
42351,0,0.07980129
42352,1,0.8249247
42353,1,0.7815875
42354,0,0.077884786
42355,0,0.20231213
42356,0,0.4569626
42357,0,0.0002270778
42358,1,0.8501919
42359,0,0.08818393
42360,0,0.472241
42361,0,0.15070425
42362,1,0.70609534
42363,0,0.15859298
42364,0,0.28025067
42365,0,0.28757912
42366,0,0.21520065
42367,1,0.7245535
42368,1,0.5297302
42369,1,0.8406413
42370,0,0.2543121
42371,0,0.055313803
42372,0,0.28606522
42373,1,0.92371804
42374,1,0.65668434
42375,0,0.42607784
42376,0,0.049559075
42377,1,0.91780776
42378,1,0.66374284
42379,0,0.27982968
42380,0,0.054349385
42381,0,0.4576888
42382,1,0.571355
42383,1,0.9329687
42384,0,0.2032203
42385,0,0.0044170134
42386,1,0.78879845
42387,1,0.72544616
42388,0,0.052301235
42389,0,0.014707012
42390,1,0.8576095
42391,0,0.1190759
42392,0,0.075140655
42393,0,0.14801042
42394,0,0.2268439
42395,1,0.5463234
42396,0,0.20523536
42397,1,0.9404221
42398,0,0.057506368
42399,1,0.77605844
42400,0,0.45510733
42401,0,0.20042661
42402,1,0.79887795
42403,0,0.47767612
42404,0,0.3054155
42405,0,0.2558043
42406,0,0.41892716
42407,0,0.1536229
42408,0,0.18140636
42409,0,0.46036738
42410,1,0.7275737
42411,0,2.0912004e-10
42412,1,0.8941401
42413,1,0.76454353
42414,1,0.6819297
42415,0,0.22021046
42416,1,0.8736108
42417,0,0.18661314
42418,0,0.41785902
42419,0,0.28162214
42420,0,0.15835236
42421,0,0.12479788
42422,1,0.5036344
42423,1,0.5066358
42424,1,0.8425366
42425,0,0.40860033
42426,0,0.2912182
42427,0,0.088701636
42428,0,0.22037892
42429,1,0.9320542
42430,0,0.23711982
42431,1,0.7230526
42432,1,0.9089724
42433,0,0.14813308
42434,0,5.77886e-05
42435,0,0.07965263
42436,0,0.4012887
42437,0,0.23265347
42438,0,0.32918084
42439,1,0.9294128
42440,0,0.14403142
42441,1,0.92245525
42442,0,0.12772518
42443,0,0.18507095
42444,0,0.08472822
42445,0,0.08848087
42446,1,0.848753
42447,0,0.2064284
42448,0,0.08191287
42449,0,0.2567296
42450,0,0.24593781
42451,0,0.22882295
42452,0,0.014026616
42453,0,0.3455752
42454,0,0.19500318
42455,0,0.2587222
42456,0,0.3272908
42457,0,0.04950989
42458,0,0.23109037
42459,0,0.4395899
42460,1,0.75817543
42461,0,0.09301621
42462,1,0.56666523
42463,0,0.19584589
42464,1,0.83179086
42465,0,0.11643483
42466,1,0.7403468
42467,0,0.40699482
42468,0,0.2511399
42469,0,0.08677181
42470,0,0.21943603
42471,1,0.50144607
42472,0,0.3902548
42473,0,0.10072923
42474,0,0.3342505
42475,0,0.07449502
42476,0,0.0005472338
42477,0,0.30416682
42478,1,0.82835656
42479,1,0.81576705
42480,0,0.0055050384
42481,0,0.16957314
42482,0,0.08173135
42483,0,0.47236624
42484,0,0.30867577
42485,0,0.034611568
42486,1,0.7876214
42487,0,0.39499223
42488,0,0.0005485927
42489,0,0.17155027
42490,0,0.080307834
42491,1,0.6664774
42492,0,0.38849795
42493,0,0.20839578
42494,0,0.20443815
42495,0,0.3893603
42496,0,0.33963686
42497,0,0.013145016
42498,0,0.07161129
42499,0,0.082891285
42500,0,0.106578305
42501,0,0.319097
42502,1,0.59398085
42503,1,0.8994923
42504,0,0.06989475
42505,0,1.3858884e-08
42506,0,0.39423698
42507,0,0.005169109
42508,0,0.1639257
42509,0,0.17216246
42510,1,0.57024944
42511,0,0.43254563
42512,0,0.17784162
42513,0,0.011693004
42514,0,0.02357523
42515,1,0.50290525
42516,0,0.44231123
42517,1,0.6945247
42518,1,0.7198674
42519,0,0.29967746
42520,1,0.5362988
42521,0,0.014443779
42522,0,0.23019862
42523,0,0.2742665
42524,0,0.42762077
42525,1,0.75352883
42526,1,0.8317786
42527,0,0.27785468
42528,1,0.5104852
42529,0,0.22366956
42530,1,0.5495393
42531,1,0.8531299
42532,0,0.21709783
42533,0,0.4414837
42534,0,0.06892481
42535,1,0.90623146
42536,0,0.19649585
42537,0,0.11155555
42538,1,0.59052426
42539,0,0.24284598
42540,0,0.2575755
42541,0,0.18248372
42542,0,0.23624218
42543,0,0.38061917
42544,0,0.023239207
42545,1,0.85819376
42546,0,0.069240674
42547,0,0.40705338
42548,1,0.51630855
42549,0,0.31601396
42550,0,0.4576139
42551,1,0.9164347
42552,1,0.71778405
42553,0,0.01158151
42554,0,0.2610036
42555,0,0.4270296
42556,0,0.15240832
42557,0,0.35264322
42558,0,0.23426808
42559,0,0.08987044
42560,0,0.19342598
42561,1,0.7650876
42562,1,0.7975278
42563,1,0.589899
42564,0,0.44743663
42565,1,0.85767114
42566,1,0.95192003
42567,0,0.204492
42568,0,0.06407897
42569,0,0.20477404
42570,0,0.42703283
42571,0,1.2592395e-05
42572,0,0.37395927
42573,0,0.33153448
42574,1,0.58217233
42575,1,0.74093956
42576,0,0.17997794
42577,0,0.1927044
42578,0,0.017121734
42579,0,0.04398223
42580,0,7.760805e-14
42581,1,0.92063373
42582,0,0.081010096
42583,0,0.043756917
42584,0,0.039836846
42585,0,0.13986279
42586,0,0.016790874
42587,1,0.82270396
42588,0,0.28606522
42589,1,0.52590305
42590,1,0.91115886
42591,0,0.17130812
42592,0,0.22278072
42593,0,0.46136308
42594,0,0.019390287
42595,0,0.2876778
42596,0,0.4181394
42597,0,0.16371834
42598,0,0.23403278
42599,0,0.29897848
42600,0,0.0020889721
42601,1,0.5265808
42602,1,0.5648503
42603,0,0.14212848
42604,1,0.8199222
42605,1,0.5301197
42606,1,0.6969158
42607,0,0.33548486
42608,0,0.29280964
42609,0,1.9021862e-05
42610,1,0.6465828
42611,1,0.6789603
42612,0,0.037914313
42613,0,0.06937078
42614,0,0.009466011
42615,0,0.16674244
42616,1,0.8459493
42617,0,0.34872127
42618,1,0.5271082
42619,0,0.28778479
42620,1,0.74898255
42621,1,0.67427665
42622,0,0.40465012
42623,1,0.7870556
42624,0,0.023654532
42625,0,0.15166253
42626,1,0.8078154
42627,1,0.6804555
42628,1,0.80768996
42629,1,0.74013555
42630,1,0.89053273
42631,0,0.2950122
42632,0,0.008032006
42633,0,0.07511818
42634,0,0.29986227
42635,0,0.117395535
42636,0,0.40433928
42637,0,0.2976214
42638,0,0.01996743
42639,1,0.6398957
42640,0,0.09694527
42641,0,0.11444989
42642,0,0.26867867
42643,0,0.20840542
42644,0,0.320925
42645,1,0.550625
42646,1,0.7518704
42647,0,0.084037736
42648,0,0.08214976
42649,0,0.111147076
42650,1,0.5986682
42651,0,0.18126896
42652,0,0.14944202
42653,0,0.24965845
42654,0,0.17016977
42655,0,0.14310154
42656,0,0.36169693
42657,1,0.73461556
42658,0,0.10029682
42659,0,0.493967
42660,0,0.40152234
42661,0,0.22205143
42662,1,0.90876985
42663,0,0.025598997
42664,0,0.09838291
42665,0,0.403539
42666,1,0.70870155
42667,0,0.105511166
42668,0,0.046898056
42669,1,0.78524923
42670,1,0.81107384
42671,0,0.24402474
42672,1,0.95215905
42673,0,0.27777022
42674,0,0.0065688156
42675,0,0.27791965
42676,0,0.22543368
42677,0,0.4431745
42678,0,0.23897612
42679,0,0.2567582
42680,0,0.43052185
42681,0,0.04919105
42682,1,0.8079254
42683,1,0.91641945
42684,0,0.037407525
42685,0,0.23135087
42686,0,0.28219512
42687,0,0.06709038
42688,1,0.5671929
42689,1,0.9138359
42690,0,0.23361717
42691,0,0.020173779
42692,0,0.049461026
42693,1,0.6600071
42694,0,0.098673716
42695,0,0.34989005
42696,1,0.54894567
42697,0,0.3648957
42698,0,0.18586725
42699,1,0.5162716
42700,0,0.4103364
42701,0,0.0061615217
42702,0,0.08257574
42703,0,0.3225816
42704,0,0.1522358
42705,0,0.01564511
42706,0,0.06742358
42707,0,0.01559531
42708,0,0.063612476
42709,0,0.0012236295
42710,0,0.34793743
42711,0,0.23962335
42712,1,0.7269043
42713,0,0.011014999
42714,0,0.14844872
42715,0,0.102233306
42716,1,0.5831342
42717,0,0.022133319
42718,0,0.07226495
42719,0,0.042073637
42720,1,0.6926153
42721,1,0.72021973
42722,0,0.3182828
42723,0,0.3335141
42724,0,0.34145018
42725,0,0.00986481
42726,0,0.10684578
42727,1,0.85468924
42728,0,0.11409901
42729,1,0.9138705
42730,0,0.33536148
42731,0,0.03423488
42732,1,0.85496193
42733,1,0.70613927
42734,0,0.1738446
42735,0,0.21392
42736,1,0.844655
42737,0,0.43146086
42738,0,0.068438075
42739,0,0.25008202
42740,0,0.24356836
42741,1,0.85611326
42742,0,0.020371221
42743,1,0.6497127
42744,1,0.8123141
42745,1,0.77220803
42746,0,0.10088068
42747,1,0.6204168
42748,1,0.92401475
42749,1,0.5061404
42750,1,0.59779257
42751,0,0.06734863
42752,0,0.044010926
42753,0,0.39505193
42754,0,0.47235447
42755,1,0.7906012
42756,0,0.12900476
42757,0,0.06349216
42758,1,0.67907757
42759,1,0.5102534
42760,0,0.36800095
42761,0,0.028064007
42762,1,0.90956295
42763,0,0.2913049
42764,1,0.8292188
42765,0,0.3672428
42766,0,0.031210164
42767,0,0.01387253
42768,1,0.557219
42769,0,0.27691475
42770,0,0.07076576
42771,1,0.9025845
42772,0,0.15894893
42773,0,0.44464824
42774,0,0.049381725
42775,0,0.029223582
42776,0,0.043782428
42777,0,0.24555582
42778,0,0.42925155
42779,0,0.21882397
42780,0,0.030056942
42781,0,0.4954604
42782,0,0.056857705
42783,0,0.44961193
42784,1,0.67687833
42785,1,0.5127118
42786,0,9.453767e-13
42787,1,0.6390285
42788,0,0.3417363
42789,1,0.909123
42790,0,0.16799651
42791,0,0.035846345
42792,0,0.21108244
42793,0,0.1159299
42794,0,0.33044702
42795,1,0.71141106
42796,1,0.8568671
42797,0,0.09802524
42798,1,0.69494736
42799,0,0.037970148
42800,1,0.71655613
42801,1,0.7364926
42802,0,0.17292711
42803,0,0.11423416
42804,0,0.13030489
42805,0,0.038502418
42806,1,0.5685907
42807,0,0.2452853
42808,0,2.3674784e-05
42809,0,0.080618456
42810,1,0.8323262
42811,1,0.73845774
42812,0,0.27738813
42813,1,0.7063846
42814,1,0.5453344
42815,0,0.09831003
42816,0,0.024554048
42817,1,0.60058904
42818,0,0.3511019
42819,0,0.101147324
42820,1,0.69787073
42821,0,0.016718635
42822,1,0.72364044
42823,1,0.8367488
42824,0,0.18185149
42825,0,0.0039079925
42826,1,0.91344833
42827,0,0.38720873
42828,1,0.722427
42829,0,0.35399237
42830,1,0.8015641
42831,1,0.9088462
42832,0,0.12589562
42833,1,0.7116626
42834,0,0.13208601
42835,1,0.901284
42836,0,0.43385118
42837,1,0.86159873
42838,0,0.039972406
42839,1,0.726215
42840,0,0.04589459
42841,0,6.44129e-05
42842,0,0.25764078
42843,1,0.80924207
42844,0,0.24557726
42845,0,0.0704637
42846,1,0.7601057
42847,0,0.14440958
42848,0,0.030720448
42849,0,0.055806093
42850,0,0.1748131
42851,0,0.46405983
42852,1,0.5232235
42853,1,0.8655598
42854,0,0.07905567
42855,0,0.027951289
42856,0,0.15656109
42857,1,0.8483298
42858,0,0.09571495
42859,0,0.031343166
42860,0,0.40240902
42861,0,0.06091639
42862,0,0.0028942518
42863,0,0.005897965
42864,1,0.9195217
42865,1,0.65959984
42866,0,0.16936584
42867,0,0.24801318
42868,1,0.86075187
42869,0,0.03895408
42870,0,0.10667401
42871,1,0.8592118
42872,0,0.23930697
42873,0,0.14750203
42874,0,0.30881402
42875,1,0.70419395
42876,0,0.4023814
42877,0,0.30296987
42878,0,0.4479926
42879,0,0.2790559
42880,0,0.05725372
42881,0,0.0039888592
42882,1,0.8568259
42883,1,0.73641795
42884,0,0.13572802
42885,1,0.89574754
42886,1,0.8213103
42887,0,0.25792864
42888,0,0.34155443
42889,1,0.8457832
42890,1,0.77724195
42891,0,0.19087161
42892,0,0.20172423
42893,0,0.12534763
42894,0,0.015171107
42895,0,0.40039134
42896,0,0.18593791
42897,1,0.5042679
42898,1,0.8766088
42899,0,0.15774535
42900,0,0.19895956
42901,1,0.7523529
42902,0,0.23979774
42903,1,0.58846855
42904,1,0.6238364
42905,0,0.08296394
42906,0,0.19656762
42907,1,0.5939936
42908,1,0.7666502
42909,0,0.20480746
42910,0,0.023637615
42911,1,0.8884216
42912,0,0.25597104
42913,0,0.1425202
42914,0,0.28001058
42915,0,0.4776305
42916,0,0.002618926
42917,0,0.05247804
42918,0,0.3057613
42919,0,0.42571467
42920,0,0.37781587
42921,1,0.7707309
42922,1,0.8114142
42923,1,0.9158553
42924,1,0.8110588
42925,0,0.46256578
42926,0,0.00806335
42927,0,0.11153138
42928,0,0.41117084
42929,0,0.06611121
42930,1,0.6375075
42931,0,0.36165777
42932,1,0.9018993
42933,0,0.08802406
42934,1,0.94164073
42935,0,0.18575591
42936,1,0.8203672
42937,1,0.718698
42938,1,0.92273027
42939,0,0.24792054
42940,1,0.76691824
42941,0,0.4490447
42942,0,0.14259934
42943,1,0.90436536
42944,0,0.21781607
42945,1,0.69535244
42946,0,0.31535128
42947,0,0.09882377
42948,1,0.5169495
42949,0,0.028819073
42950,1,0.76781076
42951,0,0.15910225
42952,0,0.25581223
42953,1,0.83163714
42954,1,0.60153884
42955,1,0.92308956
42956,0,0.35974833
42957,1,0.53392047
42958,0,0.36874944
42959,0,0.25238416
42960,0,0.10134877
42961,0,0.38433665
42962,1,0.92223126
42963,0,0.18803376
42964,0,0.03941593
42965,0,0.0035689843
42966,1,0.9024884
42967,1,0.73300076
42968,0,0.013719461
42969,0,0.22370003
42970,0,0.13797946
42971,0,0.29394233
42972,1,0.77118903
42973,1,0.75188154
42974,0,0.089378364
42975,0,0.2509214
42976,0,0.28256702
42977,0,0.13604265
42978,1,0.65130264
42979,0,0.11738272
42980,1,0.52074534
42981,0,0.22118795
42982,0,0.17094994
42983,0,0.18868916
42984,0,0.4919693
42985,0,0.45742378
42986,0,0.4303303
42987,1,0.96411926
42988,0,0.05407508
42989,0,0.22778295
42990,1,0.72569084
42991,0,0.111850806
42992,0,0.073712125
42993,0,0.106943965
42994,1,0.5939461
42995,1,0.6863187
42996,0,0.18520054
42997,0,0.44548252
42998,1,0.860099
42999,1,0.7466117
43000,0,0.40518188
43001,0,0.1951676
43002,0,0.37185955
43003,1,0.75298166
43004,1,0.7778811
43005,0,0.32230875
43006,1,0.80898494
43007,0,0.27822223
43008,0,0.33235484
43009,0,0.20037381
43010,1,0.5753287
43011,0,0.16050903
43012,1,0.50661963
43013,0,0.4430482
43014,1,0.6591331
43015,0,0.15161212
43016,0,0.49042493
43017,0,0.35385185
43018,0,0.048806883
43019,0,0.26819482
43020,1,0.79147327
43021,0,0.2868946
43022,0,0.43379372
43023,1,0.7322775
43024,0,0.13090077
43025,0,0.47782403
43026,1,0.6398137
43027,0,0.111554645
43028,0,0.2693259
43029,1,0.55209094
43030,0,0.16611524
43031,0,0.066439345
43032,0,0.031021042
43033,1,0.8085518
43034,0,0.3666762
43035,0,0.35667306
43036,0,0.042121384
43037,0,0.027198043
43038,0,0.36350775
43039,0,0.29403386
43040,0,0.12688842
43041,0,0.1675937
43042,0,1.8648405e-17
43043,1,0.81126934
43044,0,0.055679895
43045,0,0.15833311
43046,1,0.814847
43047,0,0.18106984
43048,0,0.19311187
43049,0,0.19574983
43050,1,0.57965475
43051,0,0.10597647
43052,0,0.019336892
43053,1,0.6762547
43054,0,0.21292134
43055,0,0.23082657
43056,0,0.28376403
43057,0,0.123247236
43058,1,0.9165166
43059,1,0.7474386
43060,0,0.017907063
43061,0,0.09426862
43062,0,0.21578343
43063,1,0.67258203
43064,1,0.87272286
43065,0,0.49991986
43066,0,0.21385808
43067,0,0.23773077
43068,1,0.74620867
43069,0,0.06512276
43070,0,0.23099892
43071,0,0.00013701948
43072,0,0.0035817046
43073,0,0.32087368
43074,1,0.7824087
43075,0,0.21335222
43076,0,0.032517485
43077,0,0.33291936
43078,0,0.2526571
43079,1,0.5661476
43080,0,0.13242576
43081,0,0.11446356
43082,0,0.1691307
43083,0,0.16815194
43084,0,0.007979709
43085,0,0.00017053602
43086,0,0.060757983
43087,1,0.5043945
43088,0,0.4279578
43089,1,0.90574026
43090,1,0.57926285
43091,1,0.8038734
43092,0,0.054869313
43093,1,0.92366713
43094,0,0.3006392
43095,0,0.014634986
43096,1,0.73284763
43097,0,0.16481404
43098,1,0.6187752
43099,1,0.76127756
43100,0,0.42456132
43101,0,0.33119756
43102,1,0.6676265
43103,0,0.050415486
43104,0,0.044545673
43105,0,0.39021695
43106,1,0.5328061
43107,1,0.5746954
43108,0,0.06518327
43109,0,0.3309223
43110,1,0.7753157
43111,1,0.5165479
43112,1,0.7439663
43113,0,0.2010497
43114,1,0.73306555
43115,0,0.24412677
43116,1,0.63300353
43117,0,0.18724759
43118,0,0.1457947
43119,1,0.75662994
43120,1,0.83793813
43121,0,0.09925219
43122,1,0.54163516
43123,1,0.61174726
43124,1,0.8742636
43125,1,0.7613315
43126,0,0.41610464
43127,1,0.51367843
43128,1,0.91817033
43129,1,0.55948675
43130,0,0.31609914
43131,0,0.47775742
43132,0,0.35006866
43133,1,0.8465484
43134,1,0.6053662
43135,1,0.54204285
43136,0,0.3171592
43137,0,0.34909955
43138,0,0.077184744
43139,0,0.20514901
43140,0,0.19096957
43141,0,0.1490194
43142,1,0.9212334
43143,0,0.39580002
43144,1,0.684578
43145,1,0.9047751
43146,0,0.057760168
43147,0,0.23121215
43148,1,0.79370767
43149,0,0.056909245
43150,1,0.7950393
43151,0,0.10080949
43152,0,0.026824143
43153,0,0.18483414
43154,0,0.09583588
43155,0,0.12019617
43156,0,0.10033735
43157,0,0.036084175
43158,1,0.71778405
43159,0,0.23357695
43160,1,0.8736534
43161,0,0.09537691
43162,0,0.32873312
43163,0,0.04072434
43164,0,0.042522058
43165,1,0.7040586
43166,0,0.019447684
43167,0,0.003200744
43168,0,0.0018075722
43169,1,0.5048006
43170,0,0.12808469
43171,1,0.9144369
43172,1,0.9597752
43173,0,0.2919637
43174,1,0.88906693
43175,1,0.9139844
43176,0,0.2235844
43177,0,0.06798269
43178,0,0.024434716
43179,1,0.51027936
43180,1,0.8312612
43181,0,0.17883281
43182,1,0.9366503
43183,0,0.002455935
43184,0,0.40785474
43185,1,0.91194266
43186,0,6.9693516e-07
43187,1,0.6195292
43188,0,0.4362155
43189,0,0.059332248
43190,0,0.33990908
43191,0,0.264209
43192,1,0.6012305
43193,0,0.30639833
43194,0,0.41983187
43195,0,0.12393767
43196,1,0.5441424
43197,0,0.2520991
43198,1,0.8473154
43199,0,0.005904885
43200,0,0.32524997
43201,1,0.75534093
43202,0,0.029715408
43203,0,0.047561277
43204,0,0.3816111
43205,0,0.09577759
43206,1,0.7406236
43207,0,0.0016973643
43208,1,0.94993347
43209,0,0.16241397
43210,0,0.22165209
43211,1,0.6019914
43212,1,0.50478786
43213,0,0.3314018
43214,0,0.0890245
43215,0,0.23126061
43216,1,0.6267909
43217,0,0.06317844
43218,1,0.69018114
43219,0,0.0010481317
43220,0,0.42992768
43221,0,0.4668785
43222,0,0.2883251
43223,0,0.013898764
43224,0,0.09970134
43225,0,0.1941977
43226,1,0.6455378
43227,1,0.6368027
43228,0,0.08869293
43229,0,0.114453584
43230,0,1.654415e-05
43231,1,0.621922
43232,1,0.5127649
43233,0,0.14459494
43234,0,0.08307197
43235,0,0.0028535626
43236,0,0.017623352
43237,0,0.24951029
43238,0,0.16895081
43239,0,0.1971266
43240,0,0.09667975
43241,0,0.37400517
43242,0,0.2221887
43243,1,0.60032237
43244,1,0.822922
43245,0,0.46853715
43246,0,0.0077424813
43247,0,0.20060557
43248,1,0.7366256
43249,1,0.85148716
43250,1,0.8266381
43251,1,0.57164764
43252,1,0.9544674
43253,0,0.04353456
43254,1,0.81438094
43255,1,0.7831172
43256,1,0.8223301
43257,0,0.07211138
43258,1,0.90630645
43259,0,0.0071913367
43260,1,0.9204988
43261,0,0.39291972
43262,0,0.11749605
43263,0,0.3118085
43264,0,0.4062082
43265,1,0.617024
43266,1,0.61622775
43267,0,0.15779753
43268,0,0.08309083
43269,0,0.00022600991
43270,1,0.75604963
43271,0,0.1526313
43272,0,0.36513788
43273,1,0.8507902
43274,0,0.029611096
43275,0,0.25878978
43276,0,0.3442378
43277,0,0.43884334
43278,1,0.9638079
43279,1,0.8224491
43280,0,0.20612773
43281,0,0.12341014
43282,0,0.31532082
43283,1,0.75324106
43284,0,0.16442129
43285,0,0.19001247
43286,0,0.4091614
43287,1,0.5460641
43288,0,0.33932424
43289,1,0.8424717
43290,0,0.011056273
43291,0,0.10906866
43292,0,0.10101197
43293,1,0.8582871
43294,0,0.44086567
43295,0,0.3305966
43296,1,0.81139326
43297,0,0.42056647
43298,0,0.12305566
43299,0,0.15424302
43300,0,0.13959391
43301,0,0.27148953
43302,0,0.38702577
43303,0,0.44545516
43304,0,0.28072852
43305,0,0.1584665
43306,1,0.7319727
43307,0,0.06292443
43308,1,0.6757585
43309,1,0.89972234
43310,0,0.43250057
43311,0,0.31669775
43312,0,0.058999076
43313,1,0.83457214
43314,0,0.40128672
43315,1,0.90663624
43316,0,0.47661826
43317,0,0.21958326
43318,0,0.41091388
43319,0,0.1906143
43320,1,0.6450181
43321,1,0.8738406
43322,0,0.29861468
43323,1,0.9087612
43324,0,0.4594993
43325,0,0.2298533
43326,0,0.022396049
43327,1,0.7339961
43328,0,0.3723146
43329,0,0.35263702
43330,0,0.24189807
43331,0,0.083119474
43332,1,0.9262459
43333,0,0.23857456
43334,0,0.4145272
43335,0,0.025391642
43336,0,0.0045815473
43337,1,0.7109451
43338,1,0.51341057
43339,0,0.08838874
43340,0,0.05233064
43341,1,0.9165448
43342,1,0.66996706
43343,1,0.73597187
43344,0,0.2257494
43345,0,0.23746862
43346,1,0.71078736
43347,1,0.5129593
43348,1,0.91490805
43349,0,0.14857809
43350,0,0.12626505
43351,1,0.76280105
43352,1,0.688921
43353,1,0.87963885
43354,1,0.7816711
43355,0,0.47514644
43356,0,4.0095725e-05
43357,1,0.79636407
43358,0,0.0079137655
43359,0,0.14538978
43360,0,0.26910934
43361,0,0.08773514
43362,0,0.15307325
43363,0,0.09858153
43364,0,0.23036763
43365,1,0.6069686
